Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
Palau,PLW,2019,,,3.022941682,8651739.72,8.004435124,22908906.82,,,,,,0,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,0,99.65818416,99.61897785,,,,,,,0,
Senegal,SEN,2011,5.808329235,1023448558,1.415328649,249386012,10.53276814,1855911731,4.316346455,760555811.5,0.000850109,149792.3461,14.00300449,0.56207481,99039608.51,0,0,3.470236347,611468159.1,,,4720,334.6650085,,427134,0,,,2.125725856,,,74.67460406,9950,600,1.486088322,0.017812603,118.9130498,7260,,2280,0,16.96228721,73.51214473,48.20937582,,,,,,427468.6563,3.629626782,
Timor-Leste,TLS,2015,-1.446874708,-40405246.58,0.625447119,17466159.93,3.596070545,100423427.3,3.168044921,88470435.97,39.45594847,1101842003,39.06254649,0,0,0,0,35.46647596,990432480.7,,,260,1587,,3200,0,,,0.237875925,,,,6000,5250,0,57.31974316,,270,,0,24.39234327,22.45207271,75.25010371,51.34364992,,,,,,4787,81.94996236,
Brazil,BRA,2011,13.11783369,3.3437E+11,0.51375216,13095388445,8.748263312,2.22991E+11,5.49,1.39938E+11,1.551595478,39549703264,19.09184446,0.650423842,16579108603,0,0,10.34360517,2.63655E+11,,,154660,436084,,769778,0.010434677,,,0.408010493,,,46.85292616,412830,16230,1.812911615,0.036087067,34.61024162,166850,,9720,1.991613263,3.602450642,96.78798047,82.70058102,,,,,,1205862,4.259057115,
Euro area,EMU,2010,8.219778134,,0.572864965,,17.32480803,,4.768575174,,0.084938344,,21.43974541,0.005193835,,0.000737269,,4.114937372,,,,127480,920251.3605,,3577800.422,0.03441968,,,0.04507985,,,-19.31948903,308600,39710,0.011651861,0.067126107,-35.87951621,165670,,21750,0.027565486,0.004257058,99.81958206,98.96465755,,7.226744038,1.489840488,,,4498051.795,0.185842983,5.73690355
Spain,ESP,2016,9.72301867,1.20091E+11,0.709556227,8763870865,15.46210062,1.90975E+11,4.025128239,49715163902,0.000412502,5094896.574,21.8766432,0.006699976,82752742.09,0,0,6.414559136,79227502797,,,16200,283830.9063,,916886.3125,0.001123465,,,0.027093081,,8.729888608,,39260,2970,0.013052288,0.000204402,,19850,,2190,0.001304972,0,99.92650345,99.90428432,,,,15.19563264,28.02,1200717.25,0.042778209,
Estonia,EST,2017,14.77005329,3884890283,2.468789609,649352888.3,16.0455439,4220375942,4.634760913,1219057053,0.212899255,55997783.53,28.89996456,0,0,0.037439416,9847494.735,12.85442066,3381031397,,,1210,870.4609985,,82821,0,,,1.082983002,,18.62044238,,1060,190,0,0,,1360,,110,0.267928594,0,99.55436663,99.14655389,,,,19.50809905,20.21847482,83691.46094,1.350911596,
Gabon,GAB,2010,8.533849632,1065405373,1.09770364,137042414.3,16.27835495,2032265340,3.06,382024594.1,24.56902836,3067311467,47.38332122,0,0,0,0,31.14058163,3887734660,,,310,130,,32692,0,,,1.985181445,,,9.747879833,1040,280,0,0.054832753,167.4273788,390,,50,31.38424662,2.105356327,82.99105522,44.0184602,,4.937052655,1.295953996,,,32822,33.42426082,3.641098659
IBRD only,IBD,2011,16.90947192,,2.523402507,,13.33242243,,3.420798827,,3.834747663,,34.25541244,1.029658079,,0.046508661,,20.92299001,,,,1265200,71822273.22,,59795733.06,1.681149673,,,0.278847936,,,25.4983488,4979910,2121440,1.710920474,0.711559021,15.43174091,1573750,,117450,4.795541585,13.95279146,89.80677862,70.31195422,,,,,,131618004,9.178018689,
Ireland,IRL,2016,16.44693069,40314387572,0.552586202,1354488247,28.94278434,70943974126,4.229571103,10367440096,0.052236467,128040984,41.77654959,0.011647111,28549166.18,0,0,12.83382937,31458025874,,,8920,40244.42969,,259856,0,,,0.015681897,,2.332323504,,16490,230,0.01045097,0.044410391,,9420,,360,0,0,97.38347989,91.16238968,,,,4.042933717,14.44,300100.4375,0.070543258,
Libya,LBY,2010,,,2.36812355,1768988292,10.07322475,7524698891,2.1374382,1596666335,19.59349819,14636343145,,0,0,0.03669821,27413562.86,,,,,1370,110,,50006,0,,,0.046011987,,,8.202796326,84890,81870,0,1.150507502,6.536698829,2000,,560,56.01334831,0.75,92.93176743,91.4532146,,6.16815273,0.569775727,,,50116,57.2098678,5.598377003
Lithuania,LTU,2017,10.01186207,4608656962,1.06663395,490992578.7,13.14661753,6051646533,3.739695734,1721455475,0.013631264,6274738.864,20.49904909,0,0,0,0,7.352431553,3384468805,,,3270,3749.070068,,89770,0,,,0.385067907,,25.59102673,,3230,500,0,0,,3660,,140,0.021711582,0,97.54206815,93.35363524,,,,17.76420869,17.02310098,93519.07031,0.406779489,
North Macedonia,MKD,2013,9.651049782,1019288108,2.404295643,253927812.3,18.61386431,1965888786,3.268428697,345192552,0,0,28.04038887,0.639607841,67551684.1,0,0,9.426524569,995575052.8,,,450,1340,,334,0,,,0.123226879,,,,2390,440,0.979556097,0,,550,,60,0,0.255042439,97.36720442,94.03005435,,,,,,1674,1.102782976,
Malta,MLT,2012,,,0.923340069,83250916.16,15.32542342,1381782924,7.24,652778595.2,0,0,18.67619894,0,0,,,3.307540482,298217075.9,,,30,4336,,2201,0,,,0,,,-23.151325,200,0,0,0,-17.57586709,50,,10,0,0,100.0000009,99.96467178,,,,,,6537,0,
Malaysia,MYS,2013,9.961154659,31128110253,2.445595021,7642362162,19.22487047,60076758960,6.09,19030945500,4.826474755,15082492284,30.43497771,0.066836586,208860990.7,0,0,11.21006102,35030880189,,,10020,530701.8125,,1493793,0.027247111,,,2.096155248,,,,44800,21720,0.301519083,1.845321444,,11590,,280,4.491379491,0.304499793,97.0360237,99.37726706,,,,,,2024494.75,8.761622378,
Nepal,NPL,2017,41.73321261,10630452975,1.560745088,397559311.3,5.512985599,1404290025,3.244980665,826574620.2,0.002064016,525754.5453,46.14231597,0,0,0.578289317,147304197.3,40.62933037,10349267618,,,5640,56157.10156,,21000,0.005023076,,,0.804307229,,,,30510,10350,0,0,,7960,,1790,0,18.26093453,88.73820652,65.59537501,,,,23.62604198,23.62604198,77157.10156,0.809330304,
Panama,PAN,2019,24.45404477,15258679228,0.750034905,468002006.9,9.66108661,6028263340,2.8,1747126181,0,0,32.06516628,0,0,0,0,22.40407967,13979555054,,,,,,,0,,,0.07933032,,,,,,0,0,,,,,0,4.359837004,94.16190293,83.37854998,,,,,,,0.07933032,
Palau,PLW,2011,,,3.024117429,6447754.035,7.969355432,16991550.38,,,,,14.89272013,0,0,,,6.923364698,14761382.03,,,0,23.57999992,,1000.200012,,,,0,,,18.88208409,20,0,0,,8.86070674,0,,0,,0,99.56026385,96.99795702,,,,,,1023.780029,0,
Pacific island small states,PSS,2017,,,1.35261324,,11.11291504,,5.895954168,,0,,,0.142497337,,1.174124859,,,,,,400,9288.19581,,466202,0,,,3.660909957,,1.068391024,,2110,360,0.423856137,0,,540,,70,0,14.51209036,85.71954847,72.05523537,,,,1.12553992,4.298802057,475490.1943,4.084766093,
Senegal,SEN,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25308036,84.90523779,56.77646012,,,,,,,,
Uganda,UGA,2014,3.376391556,1075906164,0.504199356,160665961.2,13.42567587,4278167146,1.720146724,548134430.5,0,0,25.72912715,0.077363204,24652220.04,10.06564388,3207474049,12.30345127,3920563963,,,10800,111023,,461711,0,,,10.26833318,,,,29740,13190,0.1031363,0,,13890,,2720,0,7.392264159,46.27957204,18.96738682,,,,,,572734,10.37146948,
Virgin Islands (U.S.),VIR,2019,,,,,,,9.3561772,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98.71826738,99.37127753,,,,,,,,
Azerbaijan,AZE,2012,20.30668306,13283995147,1.680522119,1099344861,4.993433932,3266547861,2.165044755,1416304373,21.78968104,14254125915,46.66533868,0.060063281,39291514.57,0,0,41.67190475,27260453066,,,2840,366.1000061,,911,0,,,0.000274693,,,74.15336681,48880,41980,0.087836131,3.507432536,0.253364948,3480,,60,27.82154764,0.176239295,88.5480703,89.86794324,,,,,,1277.099976,31.417091,
Bosnia and Herzegovina,BIH,2015,,,3.962034984,646664320.6,17.41882532,2843017007,,,0.025434721,4151333.04,9.541032471,0.059543318,9718374.412,0.012649325,2064562.021,-7.860891819,-1283017007,,,1340,4450.600098,,305,0.191504772,,,0.566127145,,,,3480,800,0.255856932,0,,1350,,10,0,0,96.15984418,95.31293676,,,,,,4755.600098,1.013488849,
Faroe Islands,FRO,2019,,,,27970423.86,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
Grenada,GRD,2014,,,0.953055558,7897558.769,8.509999282,70518679.53,3.75,31074626.39,0,0,,0,0,,,,,,,10,,,2850,0,,,0,,,,1990,0,0,0,,10,,0,0,3.54109589,95.62865044,91.49389213,,,,,,2850,0,
Jordan,JOR,2012,4.674773625,1460704707,2.429601854,759166357.2,7.79257684,2434910133,3.474044246,1085518399,0.024922743,7787493.105,11.8386271,0.365664694,114257541.1,0.027818023,8692167.896,4.048736693,1265089867,,,420,600,,648,0,,,0.034187665,,,144.211765,5260,330,2.834614784,0.04735087,-3.98948379,1000,,120,0.002253264,0.126928564,99.02085533,97.69444101,,,,,,1248,2.918406584,
Middle East & North Africa,MEA,2019,13.36734661,,2.745142352,,9.650857971,,5.082675438,,6.212175999,,26.93039679,0.008344492,,0.029204804,,17.27953882,,,,,,,,0,,,0.032994075,,,,,,0.014423254,0.749838899,,,,,16.86764626,1.238999116,94.60052635,91.37514847,,,,,,,17.66490249,
Mauritania,MRT,2014,8.682188634,550503327.8,1.556940974,98719484.62,10.09447811,640051031.6,2.93,185779740.4,1.45270686,92110410.71,23.8,3.236202478,205194831.5,1.686177126,106913839.1,13.68421607,867662153.4,,,2860,,,378339,0,,,2.030629308,,,,6630,460,8.17236803,0,,2980,,40,1.656375173,35.91454912,65.11945621,41.14197108,,,,,,378339,11.85937251,
Romania,ROU,2017,4.029032175,8408106665,1.259780324,2629010363,17.63630342,36804848886,2.81,5864132800,0.504481633,1052792629,20.62794609,0.008345831,17416747.92,0,0,2.991639962,6243193605,,,7300,12798.2002,,14998,0.031079979,,,0.197658319,,23.09630496,,24130,10630,0.013158791,0.303112607,,8500,,330,0.32306761,0,100,84.62696211,,,,24.30993665,24.4618675,27796.19922,0.868077306,
Rwanda,RWA,2017,0.197240984,17855240.45,0.48403316,43817102.7,12.70078617,1149738691,3.047310886,275857823.4,0,0,15.83704317,0.023669262,2142659.974,5.478624479,495952490.7,3.136257,283909670.5,,,1740,3357,,25000,0,,,5.847378624,,,,2830,1040,0.25814109,0,,2000,,70,0,2.208222176,58.73515174,66.57384221,,,,9.114089073,9.114089073,28357,6.105519714,
Serbia,SRB,2015,-0.104905819,-39671507.7,4.037809154,1526950347,16.58990384,6273689135,3.899028762,1474468726,0.399432079,151050465.4,17.13106474,0.107854245,40786493.49,0,0,0.541160897,204647071.8,,,2920,7387,,3150,0.178105878,,,0.377171494,,,,12490,3770,0.195629499,0.099166307,,4580,,960,0.395516265,0.061435254,93.3864573,97.44838885,,,,,,10537,1.245589443,
Europe & Central Asia (IDA & IBRD countries),TEC,2019,9.065259047,,3.444753546,,13.36213443,,4.145056622,,3.701924844,,25.55214792,0.120582963,,0.002549714,,12.19001349,,,,,,,,0.253480814,,,0.23617438,,,,,,0.311957018,1.43801751,,,,,4.743066968,0.034370539,96.56778937,94.60649582,,,,,,,6.982696689,
Togo,TGO,2014,1.210694619,55947962.76,1.885245568,87119945.17,8.680312265,401129880.2,5.28,243996494.9,0,0,17.71229269,4.610050818,213037166.9,6.605989424,305272398.6,9.031980428,417380978.5,,,1280,25,,19849,0,,,6.984636831,,,,3250,1140,6.410434764,0,,1640,,230,0,49.26605506,62.44262635,15.59980009,,,,,,19874,13.3950716,
Turkey,TUR,2013,12.41399618,1.17831E+11,1.107844941,10515431535,14.22330394,1.35005E+11,3.825394265,36309839027,0.08286527,786539738.8,24.12868118,0.126025637,1196208880,0,0,9.905337764,94019385937,,,25360,233863.6094,,374128,0.028508851,,,0.057290992,,,,45850,11730,0.226696632,0.007016859,,32120,,3000,0.096097976,0.297104673,95.92934134,95.21547561,,,,,,607991.625,0.415611311,
Ukraine,UKR,2012,0.168449244,291107245.9,5.315719622,9186414022,12.98685895,22443370156,6.595796188,11398591141,0.983920567,1700372167,13.29450095,0.435377082,752401257.7,0,0,0.307670327,531703551.7,,,16120,23719.90039,,154392,1.262581579,,,0.218290198,,,-44.35874746,79230,53080,1.63127663,1.47116151,-57.82837786,21720,,1230,0.574696804,0.001200692,94.16476498,96.77928739,,,,,,178111.9063,5.15800672,
Andorra,AND,2012,,,,15155859.01,,305217830.2,2.78,,,,,,0,,,,,,,0,,,0,,,,0,,,,50,0,0,,0,0,,0,,0,100.0000035,100.0000035,,,,,,0,0,
"Bahamas, The",BHS,2019,26.60597627,3489127443,0.612351619,80304245.07,6.625651412,868892835.8,3.8356,503003426.2,0,0,30.0083793,0,0,0,0,23.38272789,3066428262,,,,,,,0,,,0.011269859,,,,,,0,0,,,,,0,0.22319574,98.8869605,94.93058233,,,,,,,0.011269859,
Cameroon,CMR,2011,2.068176582,601839385.4,0.645188504,187749854.8,14.13298151,4112697620,2.81,817710000,4.972776867,1447078068,19.1,0.086274697,25105936.74,0,0,4.96241665,1444063245,,,5530,571,,190000,0,,,2.865842179,,,14.73469043,13080,3630,0.112098897,0.090938877,31.58285867,62430,,680,5.718401397,6.606921279,62.43885383,41.00878227,,,,,,190571,8.78728135,
Cameroon,CMR,2015,3.907760384,1191866917,0.903717549,275633852.3,12.72840803,3882164449,2.68,817400000,1.996468579,608922916.5,16.9,0.036199197,11040755.15,0,0,4.164145708,1270064441,,,5540,1955,,224000,0,,,3.733307265,,,,14620,4280,0.046527052,0.203467053,,62610,,790,2.121041347,6.124247237,63.97399012,42.59281155,,,,,,225955,6.104342717,
Curacao,CUW,2011,,,,,13.70486761,413969177.4,5.018117877,151577249,0,0,16.3383392,0,0,,,2.633471593,79546632.65,,,,,,22074,0,,,0,,,,,,0,,,,,,,0.378622397,99.37274522,98.81862531,,,,,,22074,0,
Europe & Central Asia (excluding high income),ECA,2011,9.926348541,,2.527497613,,11.91996621,,3.738713423,,6.169378212,,27.29562407,0.490213683,,0.00093324,,15.37565787,,,,138320,416774.5942,,5077486.8,0.786453646,,,0.19617812,,,-8.386668418,1264040,931720,1.1336588,2.721989274,-34.27668573,177430,,14320,7.935947961,0.097015749,95.08343814,91.23728244,,,,,,5494261.399,12.7742278,
Faroe Islands,FRO,2011,,,0.645041203,16939014.84,,,,,0,0,24.78157145,0,0,,,,,,,,60473,,355682,0,,,0,,,15.66993972,,,0,0,6.288444607,,,,0,0,100,90.88347572,,,,,,416155,0,
Haiti,HTI,2017,5.264583948,751378368.9,0.803059402,114615223.1,5.657737703,807490538.4,1.461652,208611678.8,0,0,10.90510617,0,0,0.641377121,91539407.45,5.247368471,748921320.6,,,1350,1400,,16510,0,,,0.699069631,,0,,4700,230,0,0,,1590,,170,0,19.87758528,65.46682714,34.70445486,,,,0.353092294,1.949882981,17910,0.699069631,
"Korea, Rep.",KOR,2012,18.21739392,2.35332E+11,1.403954646,18136286111,18.78479288,2.42662E+11,4.11,53092980000,0.00473235,61132493.63,34.30519343,0.004204399,54312421.56,0,0,15.52028531,2.00491E+11,,,4820,1509226,,1679908,0.004828356,,,0.015471916,,,4.228605384,26860,7390,0.020886322,0.003169465,42.18340072,10290,,4030,0.001548361,0,99.19755627,99.97564537,,,,,,3189134,0.045904419,
Sri Lanka,LKA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92.22757937,93.65293491,,,,,,,,
Mexico,MEX,2010,7.938790128,82977822177,1.268244806,13255948366,15.99971038,1.67232E+11,5.01,52365522000,3.563642316,37247902218,24.04669243,0.286320237,2992676380,0,0,8.046997488,84108827140,,,33330,126238,,1528285,0.079313056,,,0.13226689,,,17.13404772,128720,43080,0.502379673,0.175582484,-3.55910118,37240,,1870,3.998094278,4.497791888,95.82133427,85.20102819,,1.580045429,0.807447799,,,1654523,4.887636382,0.77259763
Mauritius,MUS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8662547,,,,,,,,,
Nigeria,NGA,2015,2.362713278,11199166429,0.850318519,4030475767,12.72761236,60328373471,0.85,4028966000,1.665457582,7894202319,17.46160162,0.000248152,1176228.37,0.705234974,3342785567,4.733972504,22438840311,,,27550,316727,,710331,0.000199993,,,1.17740913,,,,123320,69500,0.001131386,0.858284895,,34200,,4180,3.027133107,20.62403473,68.77975546,38.34687431,,,,,,1027058,5.064158511,
Peru,PER,2012,13.70563194,24740858548,0.950756264,1716267177,5.407586349,9761558574,2.4,4332384000,0.813172435,1467906352,23.803018,5.325920924,9614139415,0,0,18.39548156,33206787492,,,8050,72292.85156,,4852760,0.004270476,,,0.159035561,,,42.32589592,29920,2890,8.51955185,0.390500597,51.14796045,9340,,190,0.831406465,9.516437255,88.51717561,72.93578293,,,,,,4925053,9.904764948,
Palau,PLW,2017,,,2.668510231,8123049.215,8.640452851,26301875.46,,,,,11.56892279,0,0,,,2.928469935,8914376.694,,,0,20.70000076,,812,,,,0,,82.98762752,,20,0,0,,,0,,0,,0,99.65953828,99.60980379,,,,82.94235661,28.00019103,832.7000122,0,
Portugal,PRT,2019,5.374876998,12537921825,0.883497497,2060925777,17.97402839,41927836289,4.945467493,11536242566,0,0,19.33548415,0.031527688,73544321.46,0.016985138,39621061.11,1.361419828,3175770418,,,,,,,0,,,0.113276759,,,,,,0.03915729,0,,,,,0,0,99.91056976,99.60572242,,,,,,,0.152434049,
Qatar,QAT,2014,31.13463923,61311576958,1.829020534,3601780396,15.14759961,29829259061,2.572104326,5065090724,12.84314735,25291239497,58.38233629,0,0,0.00011924,234811.7327,43.23482203,85139740939,,,130,56,,16213,0,,,0.000113862,,,,7180,5970,0,7.503266579,,820,,630,23.00983866,0,99.75320111,100,,,,,,16269,30.5132191,
Slovenia,SVN,2011,5.868569567,2982232145,0.889032694,451779918.3,20.29399663,10312804240,5.24,2662811825,0.052902274,26883358.92,21.86450117,0,0,0,0,1.570504535,798083596.9,,,560,1396.599976,,890.6090088,0.204887585,,,0.160829663,,,-5.878158501,2180,530,0,0.000572654,-8.007071851,800,,150,0.000220805,0,99.5,98.01517877,,,,,,2287.208984,0.366510706,
United States,USA,2013,6.332653002,1.08769E+12,0.972699,1.6707E+11,15.61030196,2.68121E+12,4.404324008,7.56482E+11,0.313939956,53922012974,18.87025645,0.045007635,7730466401,0,0,3.259975585,5.5993E+11,,,180020,429011,,5581776,0.27914495,,,0.045264748,,,,618410,297310,0.073725949,0,,246720,,41500,0.361277554,0,99.26337949,99.80256859,,,,,,6010787,0.759413201,
Botswana,BWA,2010,21.85797705,2644815223,1.078072645,130446790.1,22.78379998,2756839797,9.48,1147080000,0.299588988,36250267.56,37.3,0.898577871,108727922.4,0,0,14.65421655,1773160203,,,8350,,,1560,0.424236468,,,0.334255763,,,-28.20311458,10020,1120,1.320622827,0,-59.49803178,8950,,580,0,15.13988449,83.04816923,66.83740562,,,,,,1560,2.079115057,
Czech Republic,CZE,2014,6.437577251,12552438754,1.676824265,3269589331,22.79431261,44445946326,3.811222449,7431388317,0.078509858,153084016.8,27.1759522,0,0,0,0,4.381688925,8543723784,,,3630,20135,,3812,0.147812278,,,0.162631583,,,,12720,5270,0,0.012662647,,5110,,810,0.025911514,0,99.88001359,99.1358855,,,,,,23947,0.349018022,
Denmark,DNK,2019,21.19039999,76379949138,0.321686967,1159507806,16.05014952,57852121943,7.281875485,26247228911,0.379432709,1367650023,30.65979004,0,0,0,0,14.60964418,52659878057,,,,,,,0,,,0.015757782,,,,,,0,0.064999336,,,,,0.396754908,0,100,99.59722892,,,,,,,0.477512026,
Europe & Central Asia,ECS,2010,8.273364496,,0.918639805,,16.35384522,,4.796540572,,1.042008828,,21.86607306,0.074250066,,0.000505216,,5.51222784,,,,322840,2708483.219,,15099474.32,0.163273021,,,0.070751176,,,-17.44316069,1717380,995310,0.191297098,0.424679,-40.07423454,415300,,44240,1.212967175,0.047698498,97.58683869,95.1477948,,4.355770625,1.000188182,,,17807957.66,2.06296747,3.355582444
Ecuador,ECU,2015,9.600856373,9366769205,1.541981013,1504384578,15.39418422,15018844682,3.93,3834179113,2.147389411,2095031966,24.81021679,0.050376968,49148681.63,0,0,9.410603765,9181155318,,,4070,426660.4063,,643280,0,,,0.353742947,,,,20360,670,0.064374777,0.015796928,,4670,,220,4.351543513,3.496447184,93.0637795,86.44766062,,,,,,1069940.375,4.785458165,
Faroe Islands,FRO,2017,,,0.810893166,24369409.58,,,,,0,0,,0,0,,,,,,,,86800,,703591,,,,0,,0.010831249,,,,0,0,,,,,0,,100,,,,,0.023371679,2.329093284,790391,0,
Guatemala,GTM,2011,0.098561929,45732734.83,0.742141765,344353779.1,12.69687802,5891351402,2.95,1368800000,0.407026851,188860458.7,12.9,0.849466876,394152630.3,1.077102224,499775432,0.224299644,104075034.9,,,3610,21468,,19844,0,,,1.1547846,,,41.9220527,10490,3700,1.073702919,0,82.80998996,4610,,680,0.568414773,6.998800362,90.67284958,65.56077361,,,,,,41312,2.796902292,
India,IND,2015,20.53682243,4.27166E+11,3.907513903,81276289179,10.64589163,2.21435E+11,3.08,64064000000,0.427023982,8882098827,32.8,0.146641708,3050147527,0.252644804,5255011926,22.19064683,4.61565E+11,,,214020,5263002,,4862038,0.760087154,,,0.29500435,,,,652000,99850,0.285905213,0.069161772,,246030,,15290,0.354014207,29.22911238,88.13813263,56.69339984,,,,,,10125040,1.764172696,
St. Kitts and Nevis,KNA,2014,,,0.9157185,7774159.414,11.5996421,98477279.65,3.31,28100849.38,0,0,,0,0,,,,,,,0,1.200000048,,66142,0,,,0,,,,80,0,0,0,,20,,10,0,1.319966091,98.61185413,94.95359452,,,,,,66143.20313,0,
St. Lucia,LCA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199663045,96.88784457,83.36810833,,,,,,,,
Lower middle income,LMC,2010,16.33995237,,2.40366443,,11.70443197,,3.205363436,,3.556950147,,31.73100806,0.702607884,,0.228764694,,20.02657608,,,,634040,19293033.23,,26430345.02,0.961998719,,,0.626902841,,,21.53438641,2232380,623190,1.288224842,0.69299342,18.24221376,809170,,49120,5.49730286,26.86160631,83.10779962,50.84325597,,5.139263991,3.172286956,,,45723377.72,9.067422682,1.966977035
Lower middle income,LMC,2013,13.70688418,,2.478797843,,11.97928761,,3.225774842,,3.459122189,,28.99602727,0.398284316,,0.199425973,,17.01673966,,,,658880,28635390.42,,27695700.2,0.60543223,,,0.596612469,,,,2288440,633110,0.804549095,0.970644517,,842660,,54280,5.491524678,21.72426224,84.76053684,56.60395646,,,,,,56331089.64,8.468762989,
St. Martin (French part),MAF,2014,,,,,,,,,,,,,0,,,,,,,,,,90,,,,,,,,,,,,,,,,,0,99.9998999,99.74657091,,,,,,90,,
Mali,MLI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93614394,82.54729103,45.39420987,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,7.753742883,,1.383982698,,12.06743565,,5.117107471,,1.567521463,,17.91743429,0.222983569,,0.038875495,,5.849998637,,,,,,,,0.042241363,,,0.392620087,,,,,,0.484167009,0.118754986,,,,,1.760451807,1.87143744,96.95935611,87.75349234,,,,,,,2.798235252,
Virgin Islands (U.S.),VIR,2016,,,,,,,9.3561772,,,0,,,0,,,,,,,,8,,551,0,,,0,,0.849285185,,,,0,0,,,,,0,0,98.71826738,99.37127753,,,,0.991597516,14.64,559,0,
Bosnia and Herzegovina,BIH,2019,,,4.799223004,967136777.1,16.11031072,3246540945,,,0.030430375,6132312.343,16.64119801,0.082326833,16590458.03,0.015886298,3201398.077,0.530887288,106984113.9,,,,,,,0.227436283,,,0.546297493,,,,,,0.215306137,0,,,,,0,,96.12369889,,,,,,,,0.989039913,
Kazakhstan,KAZ,2017,6.153105515,9147022065,6.272291804,9324200827,11.90948291,17704280009,2.957068043,4395888640,5.771065078,8579092214,29.10020061,1.951382186,2900866216,0,0,17.19077654,25555292683,,,11870,1563,,31157,1.020435139,,,0.004719666,,1.049212486,,43290,20310,3.530780231,1.137385038,,13380,,1060,9.981196361,0,95.41465947,97.8737016,,,,3.217164026,3.312085662,32720,15.67451643,
Sri Lanka,LKA,2016,20.75629608,16647659631,1.046206581,839113635.2,7.091985959,5688152062,2.516406579,2018292670,0,0,26.43508896,0.000694416,556958.773,0.0563125,45165637.24,19.343103,15514203192,,,1670,30974.2207,,520931,0,,,0.126515779,,0.07470721,,9900,2440,0.002519653,0,,2520,,450,0,0.515691897,90.80674449,91.70315408,,,,3.378798485,29.86,551905.25,0.129035432,
Latvia,LVA,2018,5.208358146,1763141068,0.833201561,282056619.3,21.73022713,7356148481,3.911044106,1323972409,0,0,23.9,0,0,0,0,2.130515602,721225278.4,,,1680,829.6599731,11,135467,0,,6,0.980535706,1,16.03636179,,1940,270,0,0,,1860,,140,0,0,98.67994007,92.40346031,0,,,17.51104767,18.17132119,136296.6563,0.980535706,
