Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
Kyrgyz Republic,KGZ,2013,48.4381,0,5629453576,2.58754E+11,3.55295E+11,7335027592,137.3099341,10.91546945,984.2390335,45239.85821,62118.8195,1282.437162,8.735789273,4631.403267,4042.893053,26489774124,23123731106,3.55295E+11,5306958226,3.34805E+11,6912027592,927.8547847,58536.52068,1190,4379.803244,3810,6829130111,25050722635,21790220341,3.34805E+11,-15.62764217,-55524200000,-1146291865,9.116896961,9.674829834,32391860822,668726907.6,2.33855E+11,3.05879E+11,6314849261,-20489316300,-423000000,1.08404E+11,2238000000,15.36494255,18.46940613,0.317207788,26519873200,49415500000,1020178331
Low income,LIC,2010,,,3.83244E+11,,,3.83244E+11,,6.831514247,745.925573,,,745.925573,3.987354287,,1850.137562,,9.5057E+11,,3.72791E+11,,3.72791E+11,725.5807454,,707.7456771,,1818.353407,3.63628E+11,,9.3424E+11,,,,,,,,,,,3.49909E+11,,,,,,,,,,
Monaco,MCO,2015,0.9013,,7149376906,5392775000,5643600000,6261622101,104.6511304,4.899999169,189523.0206,142957.2144,149606.341,165989.5051,3.779338043,,,,,5643600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,2010,12.3693,0,6974960345,86275377000,86275377000,6974960345,100,7.100000084,2437.529978,30150.53956,30150.53956,2437.529978,7.207007,8550.170639,6396.089272,24466202131,18302326301,86275377000,7480557687,92529262200,7480557687,2614.220399,32336.07638,2380,9147.874347,6860,6800052995,26176523522,19629015927,92529262200,-8.426838865,-7270287000,-587768669.2,17.00566905,15.85628669,14671705083,1186138673,74310593000,74310591000,6007663409,6253885200,505597341.8,15035442200,1215545116,4.713902243,5.182439638,0.381096929,11964786000,11964786000,967296936.8
Moldova,MDA,2019,17.5751,-1300,9887013493,1.22295E+11,2.10351E+11,11968699006,172.0023975,3.580484271,3712.385161,45919.60578,78982.82284,4494.018403,5.32920766,13022.00461,13572.70437,34680866789,36147518496,2.10351E+11,10434295292,2.21341E+11,12594010845,3917.879048,83109.32766,4580,13709.7336,14280,12199132479,36512461713,38036067223,2.21341E+11,1.377982311,2898600700,164926555.2,16.80406862,15.969721,35347540149,2011228394,1.05952E+11,1.82794E+11,10400721122,10989918100,625311838.9,21466000000,1221387076,5.819239899,6.610866929,0.331107072,16295479400,27557368000,1567977878
Mauritania,MRT,2012,29.662,100,6125874318,1.83763E+11,1.99572E+11,6728208836,108.6028209,4.470013182,1652.713724,49577.92416,53843.02418,1815.218939,1.428575877,4891.057383,4262.063697,18128973199,15797573507,1.92005E+11,5930599716,1.93911E+11,6537356581,1600.03014,52315.71389,1760,4727.909109,4140,6515886000,17524255148,15331799325,1.86344E+11,34.90141024,69653488000,2348239768,36.68700782,37.75805207,73217043124,2468378502,1.68789E+11,1.84462E+11,6218795678,-5661059600,-190852255.4,9496793400,320166994.8,12.1540863,11.34554825,0.409752758,14974218900,15110213100,509413158.2
Mauritius,MUS,2011,28.70595,6133000000,10411574172,2.78709E+11,3.30647E+11,11518413430,118.6351143,4.077538074,8313.271254,222539.3871,264009.8562,9197.042991,3.911001248,17454.78008,16653.2438,21860436389,20856589153,3.30647E+11,10225087538,3.24371E+11,11299782798,8164.368317,258998.6937,8400,17443.64332,16340,10513944317,21846488672,20460710910,3.24371E+11,13.15088297,43483000000,1514773070,12.2974379,12.53537138,40661109508,1416469739,2.47739E+11,2.92617E+11,10193600978,-6276000000,-218630632.3,3475000000,121055042.6,15.85335922,18.55526543,0.55226736,30943781100,38030000000,1324812452
New Caledonia,NCL,2012,92.87509856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7315033,,,,
Turkey,TUR,2015,2.72,0,1.09345E+12,1.53561E+12,2.35094E+12,8.64317E+11,153.0952243,6.084486904,13924.13,19554.54878,29937.08031,11006.27952,4.328127771,25958.64076,25753.39051,2.03852E+12,2.0224E+12,2.35094E+12,1.08136E+12,2.3246E+12,8.54633E+11,13770.17375,29601.6575,12030,25664.17761,25460,9.44503E+11,2.01539E+12,1.99974E+12,2.3246E+12,26.17321325,6.15317E+11,2.26219E+11,25.21372372,25.4994259,5.9276E+11,2.17926E+11,1.35423E+12,2.07302E+12,7.6214E+11,-26340552630,-9684026702,3783530433,1391003835,1.162452,1.445683,0.427372059,1.81562E+11,2.77921E+11,1.02177E+11
Kosovo,XKX,2019,0.8932,1259000,8065920715,5743458800,7103759000,7953156068,123.6843381,4.941931623,4508.927224,3210.648686,3971.069575,4445.890702,5.423383367,11485.92401,11971.66302,20546916766,21415844603,7103759000,8260224814,7264374000,8132975817,4617.545084,4060.854905,4690,11745.56302,12240,8382958890,21011379285,21900053862,7264374000,3.100428942,220247000,246581952.5,24.40636861,23.86674484,1733769607,1941076586,4902220800,5746223000,6433299373,160615000,179819749.2,1354145700,1516061017,0.33170576,0.354711336,0.371367845,826044100,1357537000,1519857815
"Yemen, Rep.",YEM,2020,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,2016,0.376,0,31756595745,11940480000,12120350000,32234973404,101.5063884,3.558128119,22272.93565,8374.623806,8500.778163,22608.45256,-0.359639348,47937.70906,44768.97091,68349250017,63831285346,12120350000,30138380768,11445250000,30439494681,21137.97779,8027.287271,21570,45331.79071,42280,30761273467,64633749865,60275901159,11445250000,37.93504313,4597860000,12228351064,24.94614429,26.41759682,3023560000,8041382979,11853930000,12027900000,31989095745,-675100000,-1795478723,-899200000,-2391489362,0.189881027,0.207624525,0.505002731,86560000,98150000,261037234
Central Europe and the Baltics,CEB,2018,,,1.67499E+12,,,1.64417E+12,,4.496580425,16335.26141,,,16034.71497,4.702057803,31289.68062,31905.94858,3.2084E+12,3.27159E+12,,1.61592E+12,,1.58725E+12,15759.15695,,14648.55487,30217.51849,30808.65059,1.50204E+12,3.09846E+12,3.15907E+12,,25.62436394,,4.19902E+11,22.27422251,22.99215025,,,,,1.44679E+12,,,,,,,,,,
Curacao,CUW,2010,,,,4056505400,5282903600,,130.2328748,0.08230596,,27279.24386,35526.54351,,-1.176269268,28543.36071,26884.27092,4244483367,3997771738,5282903600,,5263800000,,,35398.07536,,,26790,,,3983315326,5263800000,3.77450764,199403600,,,,,,,4742121700,,-19103600,,151100000,,1.321462041,1.473937997,,,540781900,
Dominican Republic,DOM,2017,47.5344,-100,76465720938,2.3371E+12,3.80266E+12,79997975622,162.7082258,4.666704677,7273.367601,222303.4764,361706.0423,7609.353275,3.518071155,16735.36442,16735.36442,1.75941E+11,1.75941E+11,3.80266E+12,72824744131,3.62231E+12,76203984075,6927.040353,344551.7374,7090,15941.67145,15940,74568930202,1.67597E+11,1.67597E+11,3.62231E+12,19.61108958,7.45742E+11,15688474658,22.00691077,23.10257571,8.36847E+11,17605083111,2.13113E+12,3.53029E+12,74268075198,-1.80345E+11,-3793991547,2.71464E+11,5710888327,21.61327553,24.39057732,0.454687038,2.1111E+11,2.72367E+11,5729900426
Guam,GUM,2012,1,,5058529412,5265000000,5265000000,5265000000,100,2.13385063,31617.78494,32908.30677,32908.30677,32908.30677,1.942337691,,,,,5265000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,2011,40.2901,-240800,12379266072,5.66857E+11,5.24124E+11,13008748132,92.46136474,6.154225158,1225.631076,56122.68209,51891.79779,1287.954058,4.567196201,2860.209386,2805.726005,28889030071,28338730487,5.24124E+11,12414781115,5.25647E+11,13046545963,1229.147306,52042.57306,1230,2867.811948,2810,12467813133,28965818379,28421070658,5.25647E+11,-3.000639907,-15727066800,-390345687.9,18.4843393,18.43078736,96880814749,2404581144,5.42687E+11,5.02476E+11,12471449887,1522878400,37797831.23,1.11085E+11,2757129007,18.49496269,20.83259583,0.459044845,24169983600,21647800000,537298244.5
Hungary,HUN,2018,270.2116667,0,1.64156E+11,3.92355E+13,4.33504E+13,1.60431E+11,110.4876439,5.399709209,16792.49435,4013627.858,4434562.855,16411.44111,5.533427038,31095.5575,31831.98114,3.03977E+11,3.11176E+11,4.33504E+13,1.58267E+11,4.17601E+13,1.54546E+11,16190.11249,4271891.422,15010,29965.2748,30660,1.4675E+11,2.92927E+11,2.99761E+11,4.17601E+13,31.0181488,1.34465E+13,49762755124,26.94571704,27.97179611,1.16811E+13,43229308340,3.31425E+13,3.66207E+13,1.35526E+11,-1.59021E+12,-5885034572,-1.54941E+11,-573406033.5,139.311557,154.959828,0.515564552,6.09254E+12,6.72639E+12,24893033239
Iceland,ISL,2011,115.9540398,0,14004977998,2.05932E+12,1.76501E+12,15221622926,85.70852566,1.845779156,43900.82566,6455250.143,5532699.725,47714.59223,1.535147199,48186.16729,40936.86783,15372061971,13059433954,1.76501E+12,,1.48973E+12,12847566766,,4669786.491,37610,,34550,11996825194,,11022605833,1.48973E+12,23.26553331,4.10639E+11,3541391752,6.897581092,8.172160565,1.21743E+11,1049923785,1.78384E+12,1.57935E+12,13620490120,,,,,135.152004,141.370891,1.16556529,2.65739E+11,1.75454E+11,1513136225
Sri Lanka,LKA,2011,110.5652,294600,61493396998,6.95272E+12,7.21911E+12,65292753005,103.8313941,8.404733021,3014.604459,340844.7459,353903.8513,3200.861132,7.677953239,9827.622086,9007.734199,2.00469E+11,1.83744E+11,7.21911E+12,60893275293,7.14707E+12,64641180046,2985.184559,350372.1549,2850,9746.385707,8920,58046838744,1.98812E+11,1.81911E+11,7.14706E+12,20.17297739,1.45631E+12,13171492302,26.28579521,26.55075191,1.8976E+12,17162719343,6.25406E+12,6.6391E+12,60046958678,-72041000000,-651570295.2,5.13216E+11,4641749845,39.28888702,42.98808289,0.355345869,6.98664E+11,5.80002E+11,5245791623
Madagascar,MDG,2010,2089.95,100,9982711030,1.64695E+13,2.08634E+13,9982711030,126.6787962,0.619229746,471.959197,778639.4829,986371.1238,471.959197,-2.151865867,1553.404722,1534.891278,32857057455,32465467745,2.08634E+13,9833984440,2.05525E+13,9833984440,464.9277522,971675.7556,470,1532.139578,1510,9966576833,32407264788,31981783672,2.05525E+13,12.90125666,2.69164E+12,1287895171,16.85053403,17.10537707,3.51559E+12,1682140119,1.53722E+13,1.95538E+13,9356099830,-3.10831E+11,-148726590.6,1.13054E+12,540941338.8,642.6325683,659.7703181,0.307487054,1.09726E+12,1.30959E+12,626611200.8
Mozambique,MOZ,2011,29.0676,-100,11928323142,4.50793E+11,4.18037E+11,14381552433,92.7337543,7.417384316,493.1606467,18637.43404,17283.19229,594.5861471,4.504366966,1073.478134,1023.065084,25964752362,24745386724,4.18037E+11,11721138839,4.10619E+11,14126352399,484.5948874,16976.50278,540,1056.245836,1000,13169392418,25547946151,24306280893,4.10619E+11,8.794511927,36764332600,1264787344,14.00223319,14.25519095,58534545472,2013738509,4.0855E+11,3.7493E+11,12898556358,-7418052500,-255200033.7,29188265400,1004151199,16.89354134,15.82597065,0.581181155,42242918900,43107136700,1482996075
"Yemen, Rep.",YEM,2018,493,,18037064826,2.27584E+11,1.15787E+13,23486269599,5087.679991,0.75244741,632.9087146,7985.762384,406290.035,824.117718,-1.59456381,,,,,1.15787E+13,,1.15703E+13,23469269599,,405995.9512,940,,,26733732701,,,1.15703E+13,,,,,,,,1.94246E+11,6.64462E+12,13477924949,-8381000000,-17000000,3.48551E+12,7070000000,,,,33338000000,4.93411E+12,10008345180
"Bahamas, The",BHS,2011,1,659750000,10157685793,10399500000,10070450000,10070450000,96.83590557,0.613384158,28248.51506,28921.00016,28005.9124,28005.9124,-0.686873073,36253.6681,31522.07904,13036202738,11334803748,10185040299,9971760167,9882330000,9882330000,27731.45607,27482.75085,28030,35676.43585,30940,10080299476,12828639832,11125447356,9996920299,23.27155192,2343550000,2343550000,21.04410429,21.44469978,2119236000,2119236000,9533500000,9359400000,9359400000,-188120000,-188120000,42210000,42210000,0.898563445,1.125233889,0.898563445,872700000,711050000,711050000
Cabo Verde,CPV,2018,93.3907,0,2033690797,1.5924E+11,1.83698E+11,1966983316,115.3594977,4.531161684,3740.024711,292846.8109,337826.6101,3617.347445,3.326801469,6864.185298,7028.993091,3732496854,3822113399,1.83698E+11,1985734680,1.7937E+11,1920635860,3651.831824,329866.4998,3400,6703.113974,6860,1850418997,3644912067,3732054051,1.7937E+11,20.59291323,37828759200,405059167.6,34.36355545,35.19279301,63125146501,675925402.6,1.34512E+11,1.5701E+11,1681211330,-4328421400,-46347456.44,29720118200,318234237.5,48.06187824,47.0606939,0.51463238,22659626500,26688445800,285771985.9
Djibouti,DJI,2010,177.721,,1128611700,,2.00578E+11,1128611700,,,1343.275125,,238728.1985,1343.275125,,,,,,,1145970369,2.03663E+11,1145970369,1363.935435,242399.9695,,,,,,,,,,,,,,,,,,3085000000,17358668.92,18712000000,105288626.6,,98.79310333,,,,
Djibouti,DJI,2012,177.721,,,,2.40569E+11,1353632942,,,,,277109.8077,1559.240651,,,,,,,,2.4548E+11,1381266142,,282766.7554,,,,,,,,,,,,,,,,,,4911000000,27633200.35,16244000000,91401691.42,98.26959229,100.6023941,0.552943053,,,
Greece,GRC,2015,0.901658962,-14000,2.41708E+11,1.7611E+11,1.7611E+11,1.95318E+11,100,-0.411901538,22337.15052,16275.03227,16275.03227,18050.09761,0.246412269,28248.12596,26721.11952,3.0567E+11,2.89146E+11,1.7611E+11,2.41365E+11,1.75923E+11,1.9511E+11,22305.52195,16257.7006,20140,28218.08306,26690,2.17931E+11,3.05345E+11,2.88838E+11,1.75923E+11,11.07174246,19498470000,21625105311,10.67672761,10.68810963,18802808483,20853570233,1.56613E+11,1.56613E+11,1.73695E+11,-187709000,-208181815.9,-606293000,-672419424.4,0.60907,0.686414,0.675499303,20533254000,20533254000,22772749868
Guyana,GUY,2018,207.7167,,4548459239,9.91044E+11,9.94472E+11,4787635821,100.3458514,4.440980724,5838.79123,1272189.303,1276589.188,6145.818743,3.932991867,12477.57671,12777.16097,9720119601,9953497837,9.94472E+11,,9.88711E+11,4759901016,,1269193.899,6290,,12700,4899561992,,9895837160,9.88711E+11,,,,,,,,9.24238E+11,8.94874E+11,4308148629,-5760982174,-27734805.02,1.11032E+11,534534030.2,99.91180286,114.3173355,0.481000338,66806761457,99597497303,479487192.4
Heavily indebted poor countries (HIPC),HPC,2020,,,7.72988E+11,,,8.0147E+11,,0.267308661,938.6847788,,,973.2718546,-2.383662399,2518.510139,2659.96363,2.07394E+12,2.19043E+12,,,,7.81418E+11,,,956.3466753,2485.65589,2590.371015,7.87532E+11,2.04689E+12,2.13312E+12,,15.27279733,,1.43733E+11,,,,,,,7.31517E+11,,,,,,,,,,
Libya,LBY,2013,1.2717,,54670463262,34804843700,83300000000,65502870174,239.3345039,-13.59999997,8649.910727,5506.790557,13179.64986,10363.80425,-14.07297277,16160.11024,19869.13927,1.02138E+11,1.2558E+11,83300000000,,82773000000,65088464260,,13096.2684,10750,,19740,67918207235,,1.24785E+11,82773000000,,,,,,,,,,,-527000000,-414405913.3,-4130300000,-3247857199,0.663322637,0.535392462,0.52160308,,,
Sri Lanka,LKA,2010,113.0645,472900,56725749222,6.41367E+12,6.41367E+12,56725749222,100,8.015967371,2799.648738,316540.8847,316540.8847,2799.648738,7.27905886,9126.865612,8194.269254,1.84926E+11,1.6603E+11,6.41367E+12,56108610572,6.34389E+12,56108610572,2769.190411,313097.1292,2410,9041.182312,8110,48796024976,1.8319E+11,1.64224E+11,6.34389E+12,23.09323339,1.48112E+12,13099809660,28.45794235,28.77095128,1.8252E+12,16142981010,5.7581E+12,5.7581E+12,50927605959,-69776000000,-617134467.5,4.13885E+11,3660609652,38.62954401,41.55405866,0.341659354,6.55564E+11,6.55564E+11,5798141769
Lower middle income,LMC,2016,,,6.99008E+12,,,6.72296E+12,,6.075102588,2219.761165,,,2134.936109,4.544004235,6472.132783,6431.788024,2.03809E+13,2.02538E+13,,6.89361E+12,,6.64336E+12,2189.126306,,2128.91234,6373.364848,6347.913284,6.70399E+12,2.00699E+13,1.99897E+13,,25.54187938,,1.68466E+12,26.86052683,26.94290929,,,,,6.293E+12,,,,,,,,,,
Poland,POL,2010,3.0153,0,4.79834E+11,1.44684E+12,1.44684E+12,4.79834E+11,100,3.740517779,12613.011,38032.01205,38032.01205,12613.011,4.037233683,23996.13978,21088.61633,9.1288E+11,8.0227E+11,1.44684E+12,4.62731E+11,1.39527E+12,4.62731E+11,12163.44423,36676.43339,12740,23157.79625,20340,4.84836E+11,8.80987E+11,7.73675E+11,1.39527E+12,19.33532572,2.79752E+11,92777501409,15.74642426,16.32841969,2.27826E+11,75556725566,1.27302E+12,1.27302E+12,4.22188E+11,-51570000000,-17102775843,-159000000,-52731071.54,1.803438,1.948409,0.598095712,1.73822E+11,1.73822E+11,57646668657
Europe & Central Asia (IDA & IBRD countries),TEC,2014,,,4.23506E+12,,,4.64186E+12,,2.320028077,9415.073875,,,10319.43686,1.762269985,20808.26195,20236.93453,9.35992E+12,9.10292E+12,,4.10001E+12,,4.51215E+12,9114.825001,,10479.25734,19977.04727,19701.20895,4.71375E+12,8.98602E+12,8.86194E+12,,25.29161926,,1.23227E+12,23.13978445,24.34938636,,,,,4.07094E+12,,,,,,,,,,
Thailand,THA,2012,31.0831,2.62831E+11,3.68884E+11,8.90282E+12,1.23573E+13,3.97558E+11,138.8024968,7.242796202,5437.876729,131240.4633,182165.0399,5860.581471,6.740713898,15424.54427,14870.97555,1.04634E+12,1.00879E+12,1.23573E+13,,1.17911E+13,3.79343E+11,,173818.4502,5520,,14190,3.74727E+11,,9.62566E+11,1.17911E+13,30.37862026,3.75399E+12,1.20773E+11,28.9313122,30.32056514,3.57514E+12,1.15019E+11,,,,-5.66199E+11,-18215654166,3.8705E+11,12452118032,12.24970341,12.32962227,0.394095293,,,
United States,USA,2017,1,-817000,1.74384E+13,1.89832E+13,1.9543E+13,1.9543E+13,102.9490418,2.332679395,53636.47538,58387.77581,60109.65573,60109.65573,1.687321406,60109.65573,60109.65573,1.9543E+13,1.9543E+13,1.9543E+13,1.76323E+13,1.99667E+13,1.99667E+13,54233.00447,61412.99001,59460,61412.99001,61410,1.93324E+13,1.99667E+13,1.99667E+13,1.99667E+13,17.7041645,3.45992E+12,3.45992E+12,19.31329898,18.90342341,3.77439E+12,3.77439E+12,1.82575E+13,1.8833E+13,1.8833E+13,2.92301E+11,2.92301E+11,-1.28289E+11,-1.28289E+11,1,1,1,6.89489E+11,6.94599E+11,6.94599E+11
Vietnam,VNM,2019,23050.2417,-2.81188E+14,2.00858E+11,3738546000000000,6037348000000000,2.61921E+11,161.4891993,7.017434882,2082.243651,38756627.63,62587767.62,2715.27598,6.001036651,8041.178384,8381.23932,7.75669E+11,8.08472E+11,6037348000000000,1.88355E+11,5686985000000000,2.46721E+11,1952.635221,58955636.76,2590,7579.775151,7890,2.49441E+11,7.31161E+11,7.61554E+11,5686985000000000,25.37721861,1532111000000000,66468326881,23.10211841,24.52539058,1394755283549700,60509356114,3317358000000000,5438721000000000,2.35951E+11,-3.50362E+14,-15199927383,2.13007E+14,9240999318,7467.602969,7967.460603,0.323970701,4.21188E+14,5.98627E+14,25970530279
Bolivia,BOL,2011,6.937,0,20672216286,34281468700,1.66232E+11,23963033429,484.9021037,5.204092443,2024.117837,3356.666325,16276.54562,2346.337844,3.511074097,6844.983783,5460.257058,69907483970,55765337778,1.66232E+11,19806051605,1.59393E+11,22977277526,1939.307415,15606.98511,2000,6535.789324,5240,20429831916,66749696115,53471345614,1.59393E+11,25.51856071,42419902300,6115021234,26.31744448,27.44649801,43747899275,6306458019,30681445700,1.29772E+11,18707179660,-6838188700,-985755903.1,8166141500,1177186320,2.98091197,2.891025066,0.429711975,3600022900,36459857600,5255853770
Euro area,EMU,2014,,,1.28696E+13,,,1.34892E+13,,1.394348465,38023.81902,,,39854.42162,1.046806246,43078.25726,39946.20813,1.45804E+13,1.35203E+13,,1.29423E+13,,1.35666E+13,38238.4563,,39351.66995,43310.40772,40164.05114,1.33191E+13,1.46589E+13,1.3594E+13,,23.51087685,,3.2142E+12,22.80583165,22.88773467,,,,,1.21187E+13,,,,,,,,,,
France,FRA,2019,0.893276257,0,2.97192E+12,2.34911E+12,2.42571E+12,2.71552E+12,103.2605559,1.50859403,44192.81462,34931.61855,36070.58349,40380.09877,1.286711568,45834.16691,49377.12658,3.0823E+12,3.32056E+12,2.42571E+12,3.03403E+12,2.47599E+12,2.77181E+12,45116.39069,36818.31291,42290,46783.4175,50400,2.84411E+12,3.14613E+12,3.38939E+12,2.47599E+12,23.17752178,5.62219E+11,6.2939E+11,23.39519988,22.92007547,5.67499E+11,6.35301E+11,2.09822E+12,2.15711E+12,2.41483E+12,50283000000,56290536776,-46375000000,-51915630392,0.730512,0.834415,0.817789563,2.50916E+11,2.68597E+11,3.00687E+11
Guinea-Bissau,GNB,2015,591.2117,-96600,998981745,4.28949E+11,6.19726E+11,1048229629,144.4752775,6.134082941,575.0504948,246918.9057,356736.7741,603.3993815,3.398630327,1800.063382,1597.204254,3127082707,2774674411,6.19726E+11,1025853719,6.3485E+11,1073811498,590.5189874,365442.8754,640,1847.650997,1640,1106352161,3209752246,2842389875,6.3485E+11,3.390088562,21009247400,35535912.77,10.08902971,9.84867446,62524302049,105756198.8,4.16866E+11,5.81881E+11,984218045.6,15124300000,25581868.56,25471501700,43083554.84,223.3507538,236.6061859,0.377784732,12083375000,37844397300,64011583.84
Lao PDR,LAO,2014,8048.9603,0,9670589853,9.48708E+13,1.06797E+14,13268458232,112.5712671,7.611963441,1456.46612,14288285.34,16084503.85,1998.333108,6.016186373,6193.340326,5873.749297,41122311945,39000303252,1.06797E+14,9229398584,1.02086E+14,12683089749,1390.01928,15374899.05,1820,,5610,12104564575,,37279715378,1.02086E+14,12.25070641,1.30834E+13,1625479863,10.17373385,10.64328688,1.08653E+13,1349897627,8.56808E+13,9.69949E+13,12050608936,-4.71161E+12,-585368482.8,2.77687E+12,344997921.9,2738.37085,3224.612061,0.340214232,9.19E+12,9.80242E+12,1217849296
Namibia,NAM,2016,14.7088,275086.4025,14750246121,1.46068E+11,1.57708E+11,10721994676,107.9686716,0.033794488,6255.288757,61944.55927,66880.71779,4546.986687,-1.796433444,10471.27929,10427.12176,24691737296,24587611894,1.57708E+11,14213807774,1.54608E+11,10511238016,6027.795823,65566.07838,4740,10270.48559,10220,11165434206,24218256926,24104306023,1.54608E+11,-1.917135125,-3023469237,-205555126,6.044458957,6.165654004,9532575705,648086567.6,1.34226E+11,1.4506E+11,9862157116,-3099974200,-210756431.5,15657471100,1064496839,6.414111137,6.507342815,0.43607304,11842009766,12647178711,859837560.6
Nepal,NPL,2010,74.536,333600,16002656434,1.51098E+12,1.19277E+12,16002656434,78.94053179,4.81641465,592.4012071,55934.78454,44155.21637,592.4012071,4.313246945,2703.414917,2169.515359,73027906752,58605567480,1.19277E+12,16124973167,1.20189E+12,16124973167,596.9292416,44492.71795,540,2722.899691,2190,14614765670,73554252990,59053520703,1.20189E+12,11.45140099,1.36589E+11,1832528357,37.75048339,37.46412535,4.50278E+11,6041080160,1.38665E+12,1.08342E+12,14535459375,9117000000,122316732.9,2.82648E+11,3792100462,20.35257146,24.31265517,0.273056932,1.2459E+11,1.09358E+11,1467183643
